Volcano_Number,Volcano_Name,Primary_Volcano_Type,Latitude,Longitude,Elevation
263050,"Cisalada, Cipanas",Thermal of Salak,NULL,NULL,NULL
263050,"Cisalada, Kawah",Thermal of Salak,NULL,NULL,NULL
263040,"Cisekati, Cipanas",Thermal of Perbakti-Gagak,NULL,NULL,NULL
263040,"Ciseupan, Cipanas",Thermal of Perbakti-Gagak,NULL,NULL,NULL
281032,Cising,Dome of Tatun Volcanic Group,NULL,NULL,NULL
351020,"Cisne, Nevado el","Dome of Ruiz, Nevado del",NULL,NULL,NULL
211060,Cisternazza,Crater of Etna,NULL,NULL,NULL
233010,"Citerne, Cratere",Crater of Karthala,NULL,NULL,NULL
360060,"Citerne, La",Pyroclastic cone of Soufrière Guadeloupe,NULL,NULL,NULL
341100,Citlaltepec,"Synonym of Orizaba, Pico de",NULL,NULL,NULL
341100,Citlaltépetl,"Synonym of Orizaba, Pico de",NULL,NULL,NULL
233020,"Citrons Galets, Piton","Pyroclastic cone of Fournaise, Piton de la",NULL,NULL,NULL
263070,"Ciwidei, Kawah",Thermal of Patuha,NULL,NULL,NULL
334070,Clambake,Thermal of Galapagos Rift,NULL,NULL,NULL
210030,"Claperols, Volcà",Cone of Olot Volcanic Field,NULL,NULL,NULL
343001,"Clara, Laguneta",Pyroclastic cone of San Diego,NULL,NULL,NULL
383060,"Clara, Montaña",Cone of Lanzarote,NULL,NULL,NULL
290072,Odamoisan [Tebenkov],Stratovolcano,45.028,147.918,1208
259010,"Clay, Mount",Cone of Newer Volcanics Province,NULL,NULL,NULL
311290,Okmok,Shield,53.43,-168.13,1073
320150,Clearwater Cone Group,Synonym of Wells Gray-Clearwater,NULL,NULL,NULL
322160,Cleetwood,Vent of Crater Lake,NULL,NULL,NULL
300055,Ostanets,Shield(s),52.146,157.322,719
383060,"Clerigo Duarte, Montaña del","Synonym of Tao, Volcán de",NULL,NULL,NULL
210020,Clermont Chamalieres,Maar of Chaine des Puys,NULL,NULL,NULL
300680,Ostry,Stratovolcano,58.18,160.82,2552
210020,Clierzou,Dome of Chaine des Puys,NULL,NULL,NULL
320190,Clinker Peak,Stratovolcano of Garibaldi Lake,NULL,NULL,NULL
284170,Pagan,Stratovolcano(es),18.13,145.8,570
311210,Coats Caldera,Caldera of Yunaska,NULL,NULL,NULL
211031,Palinuro,Submarine,39.48,14.83,-70
341080,Coaxusco,Pyroclastic cone of Chichinautzin,NULL,NULL,NULL
351080,Coba Negra,Pleistocene caldera of Galeras,NULL,NULL,NULL
323100,Cobb Mountain,Cone of Clear Lake,NULL,NULL,NULL
390041,Paulet,Pyroclastic cone,-63.579,-55.78,353
352021,"Cocha I, La",Dome of Atacazo,NULL,NULL,NULL
352021,"Cocha II, La",Dome of Atacazo,NULL,NULL,NULL
354004,"Cochapampa, Cerro",Pyroclastic cone of Andahua-Orcopampa,NULL,NULL,NULL
352002,Cochapata,Dome of Chachimbiro,NULL,NULL,NULL
312030,Pavlof,Stratovolcano,55.417,-161.894,2493
233020,"Cochons, Piton des","Pyroclastic cone of Fournaise, Piton de la",NULL,NULL,NULL
233020,"Coco, Piton de","Pyroclastic cone of Fournaise, Piton de la",NULL,NULL,NULL
320060,Cocoa,Crater - Cone of Edziza,NULL,NULL,NULL
351060,"Coconucos, Los",Cone of Purace,NULL,NULL,NULL
351060,Coconuscos-Aguas Herviendo,Thermal of Purace,NULL,NULL,NULL
351060,Coconuscos-Aguas Tibias,Thermal of Purace,NULL,NULL,NULL
320060,Coffee,Crater - Cone of Edziza,NULL,NULL,NULL
322190,Coffeepot Crater,Crater of Jordan Craters,NULL,NULL,NULL
312040,Pavlof Sister,Stratovolcano,55.457,-161.854,2142
341080,"Cohuazalo, Volcán",Cone of Chichinautzin,NULL,NULL,NULL
357110,Coigue,Crater of Llaima,NULL,NULL,NULL
343060,Cojutepeque,Synonym of Ilopango,NULL,NULL,NULL
357066,Payun Matru,Shield,-36.422,-69.241,3715
357061,Colada Dendriforme,"Synonym of Baños, Crateres de los",NULL,NULL,NULL
357061,Colada las Nieblas,"Dome of Maule, Laguna del",NULL,NULL,NULL
357061,Colada Occidental,"Dome of Maule, Laguna del",NULL,NULL,NULL
352005,"Colangal, Cerro",Dome of Mojanda,NULL,NULL,NULL
360060,"Colardeau, Fumerolles",Fumarole of Soufrière Guadeloupe,NULL,NULL,NULL
357070,"Colcura, Volcán","Cone of Chillan, Nevados de",NULL,NULL,NULL
312010,Cold Bay Volcanic Center,Synonym of Frosty,NULL,NULL,NULL
355200,Peinado,Stratovolcano,-26.623,-68.116,5741
390031,Penguin Island,Stratovolcano,-62.1,-57.93,180
341040,"Colima, Nevado de",Stratovolcano of Colima,NULL,NULL,NULL
357091,Collaqui,Synonym of Callaqui,NULL,NULL,NULL
211004,Colle Iano,Pyroclastic cone of Colli Albani,NULL,NULL,NULL
211020,Colle Margherita,Dome of Vesuvius,NULL,NULL,NULL
211010,Colle Rotondella,Dome of Campi Flegrei,NULL,NULL,NULL
211020,Colle Umberto,Dome of Vesuvius,NULL,NULL,NULL
390029,Peter I Island,Shield,-68.85,-90.58,1640
211004,Colli Laziale,Synonym of Colli Albani,NULL,NULL,NULL
322070,Collier Cone,Pyroclastic cone of Three Sisters,NULL,NULL,NULL
390030,Collins Point,Tuff cone of Deception Island,NULL,NULL,NULL
381040,Pico Fracture Zone,Submarine,38.75,-38.08,-4200
245010,Coloci,Synonym of Taulevu,NULL,NULL,NULL
212040,Colombo Bank,Maar of Santorini,NULL,NULL,NULL
263280,Coloot,Synonym of Kelut,NULL,NULL,NULL
383060,"Colorada, Caldera",Caldera of Lanzarote,NULL,NULL,NULL
383060,"Colorada, Montaña","Synonym of Rodeos, Montana",NULL,NULL,NULL
341021,"Coloradas, Lomas",Pyroclastic cone of Socorro,NULL,NULL,NULL
357110,Colorado,Crater of Llaima,NULL,NULL,NULL
357153,Colorado,Cone of Antillanca Volcanic Complex,NULL,NULL,NULL
358080,Colorado,Pyroclastic cone of Pali-Aike Volcanic Field,NULL,NULL,NULL
357070,"Colorado, Cerro","Cone of Chillan, Nevados de",NULL,NULL,NULL
357042,"Colorado, Cerro",Cone of Calabozos,NULL,NULL,NULL
341001,"Colorado, Cerro",Tuff ring of Pinacate,NULL,NULL,NULL
327120,"Colorado, Cerro",Cone of Zuni-Bandera,NULL,NULL,NULL
344090,"Colorado, Cerro",Stratovolcano of Momotombo,NULL,NULL,NULL
355091,"Colorado, Cerro",Cone of Sairecabur,NULL,NULL,NULL
343060,"Colorado, Cerro",Dome of Ilopango,NULL,NULL,NULL
341096,"Colorado, Cerro",Pyroclastic cone of Cofre de Perote,NULL,NULL,NULL
341100,"Colorado, Cerro","Dome of Orizaba, Pico de",NULL,NULL,NULL
329020,Colton Crater,Pyroclastic cone of San Francisco Volcanic Field,NULL,NULL,NULL
210040,"Columba, Volcán",Cone of Calatrava Volcanic Field,NULL,NULL,NULL
321030,Columbia Crest,Crater of Rainier,NULL,NULL,NULL
212040,Columbo Bank,Synonym of Colombo Bank,NULL,NULL,NULL
320200,Columnar Peak,Dome of Garibaldi,NULL,NULL,NULL
341040,Comal Chico,Pyroclastic cone of Colima,NULL,NULL,NULL
341040,Comal Grande,Pyroclastic cone of Colima,NULL,NULL,NULL
344100,Comalito,Pyroclastic cone of Masaya,NULL,NULL,NULL
210020,"Combegrasse, Puy de",Cone of Chaine des Puys,NULL,NULL,NULL
210020,"Come, Puy de",Cone of Chaine des Puys,NULL,NULL,NULL
233020,"Commerson, Cratere","Pyroclastic cone of Fournaise, Piton de la",NULL,NULL,NULL
300271,Piip,Submarine,55.42,167.33,-300
341061,"Compana, Cerro la",Cone of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
342170,"Compañía, Cerro",Pyroclastic cone of Chingo,NULL,NULL,NULL
322110,Company Butte,Cone of Newberry,NULL,NULL,NULL
211004,"Competri, Monte",Cone of Colli Albani,NULL,NULL,NULL
341061,Comunidad,Cone of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
343060,"Conacaste, Cerro","Synonym of Chachacaste, Cerro",NULL,NULL,NULL
390013,"Pleiades, The",Stratovolcano,-72.67,165.5,3040
345050,Concepción,Cone of Barva,NULL,NULL,NULL
343010,Concepción de Ataco,Pit crater of Apaneca Range,NULL,NULL,NULL
344120,"Concha, La",Fissure vent of Concepcion,NULL,NULL,NULL
211010,Concola,Crater of Campi Flegrei,NULL,NULL,NULL
345050,"Concordia, Cerro la",Synonym of Guararí,NULL,NULL,NULL
322070,Condon Butte,Pyroclastic cone of Three Sisters,NULL,NULL,NULL
357080,"Condor, Cerro",Stratovolcano of Antuco,NULL,NULL,NULL
300470,Pogranychny,Shield(s),56.85,159.8,1427
263200,Condrodimuko,Thermal of Dieng Volcanic Complex,NULL,NULL,NULL
263240,"Condrodimuko, Kawah",Thermal of Merbabu,NULL,NULL,NULL
332010,Cone Crater,Cone - Crater of Kilauea,NULL,NULL,NULL
320090,Cone Glacier,Cone of Iskut-Unuk River Cones,NULL,NULL,NULL
314010,Cone Hill,Fissure vent of St. Paul Island,NULL,NULL,NULL
332010,Cone Peak,Cone of Kilauea,NULL,NULL,NULL
343020,"Conejal, Cerro el",Pyroclastic cone of Santa Ana,NULL,NULL,NULL
383030,"Conejos, Montañas de los",Vent of Tenerife,NULL,NULL,NULL
345040,"Congo, Cerro",Stratovolcano of Poas,NULL,NULL,NULL
345034,"Congo, Volcán",Synonym of Platanar,NULL,NULL,NULL
241040,Congress,Former crater of Whakaari/White Island,NULL,NULL,NULL
382090,"Congro, Lagoa do",Maar of Agua de Pau,NULL,NULL,NULL
342130,"Conguaco, Cerro",Crater of Moyuta,NULL,NULL,NULL
357110,Conguillio Group,Crater of Llaima,NULL,NULL,NULL
360120,"Conil, Mont",Stratovolcano of Pelée,NULL,NULL,NULL
221020,Connected Island,Cone of Zubair Group,NULL,NULL,NULL
266070,Conte Vidua Solfatara Field,Fumarole of Tondano Caldera,NULL,NULL,NULL
322070,"Conte, Le",Pyroclastic cone of Three Sisters,NULL,NULL,NULL
272050,Contodoc,Synonym of Cantoloc,NULL,NULL,NULL
211071,"Contrada Caffefi, Cuddioli Di",Vent of Pantelleria,NULL,NULL,NULL
211010,Contrada Murera,Crater of Campi Flegrei,NULL,NULL,NULL
358025,"Contreras, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,NULL,NULL,NULL
343001,"Conventilio, Cerro",Cone of San Diego,NULL,NULL,NULL
390070,Cook Island,Stratovolcano of Southern Thule,NULL,NULL,NULL
358090,"Cook, Volcán",Synonym of Fueguino,NULL,NULL,NULL
327040,Cooper Knoll,Cone of Markagunt Plateau,NULL,NULL,NULL
234040,"Possession, Ile de la",Stratovolcano,-46.42,51.75,934
357090,"Copahue, Baños",Thermal of Copahue,NULL,NULL,NULL
357090,"Copahues, Los",Synonym of Copahue,NULL,NULL,NULL
352010,"Copete, El",Dome of Reventador,NULL,NULL,NULL
341060,"Cópitiro, Cerro de",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
341061,"Coporito, Cerro el",Cone of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
210020,"Coquille, Puy de la",Cone of Chaine des Puys,NULL,NULL,NULL
213010,Cora,Maar of Erciyes Dagi,NULL,NULL,NULL
259010,"Coragulac, Lake",Tuff ring of Newer Volcanics Province,NULL,NULL,NULL
383060,"Corazoncillo, Caldera del",Crater - Cone of Lanzarote,NULL,NULL,NULL
234060,Prince Edward Island,Shield,-46.63,37.95,672
358050,Corcobado,Synonym of Corcovado,NULL,NULL,NULL
390140,Protector Seamounts,Submarine,-55.912,-28.167,-55
233020,"Cordemoy, Cratere de","Crater of Fournaise, Piton de la",NULL,NULL,NULL
357091,Cordillera Blanca,Synonym of Callaqui,NULL,NULL,NULL
357150,Cordillera del Pedregal,Synonym of Cordón Caulle,NULL,NULL,NULL
383030,Cordillera Dorsal,Fissure vent of Tenerife,NULL,NULL,NULL
357150,Cordillera Nevada,Caldera of Puyehue-Cordon Caulle,NULL,NULL,NULL
357150,Cordillera Pelada,Synonym of Cordón Caulle,NULL,NULL,NULL
357150,Cordón Caulle,Fissure vent of Puyehue-Cordon Caulle,NULL,NULL,NULL
357160,Cordon Cenizos,Cone of Puntiagudo-Cordón Cenizos,NULL,NULL,NULL
357153,Cordon de Alvarez,Cone of Antillanca Volcanic Complex,NULL,NULL,NULL
355107,Pular,Stratovolcano(es),-24.188,-68.054,6233
290250,Raikoke,Stratovolcano,48.292,153.25,551
357160,Cordon el Cauye,Synonym of Puntiagudo-Cordon Cenizos,NULL,NULL,NULL
234010,Corinth Head,Cone of Heard,NULL,NULL,NULL
383030,"Corona, La","Synonym of Caldereta, La",NULL,NULL,NULL
383060,"Corona, Monte",Cone - Crater of Lanzarote,NULL,NULL,NULL
242030,Raoul Island,Stratovolcano,-29.27,-177.92,516
311280,Recheschnoi,Stratovolcano,53.157,-168.539,1984
357140,Corral Quemado,Synonym of Riñinahue,NULL,NULL,NULL
357066,"Corrales, Los",Pyroclastic cone of Payun Matru,NULL,NULL,NULL
383030,"Corrales, Montaña",Cone of Tenerife,NULL,NULL,NULL
211070,Corrao,Synonym of Ferdinandea,NULL,NULL,NULL
327812,Red Hill,Volcanic field,34.25,-108.83,2300
354007,"Cortaderal, Cerro el","Fissure vent of Chachani, Nevado",NULL,NULL,NULL
354007,"Cortaderas, Las",Synonym of Pampa de Palacio,NULL,NULL,NULL
313030,Redoubt,Stratovolcano,60.485,-152.742,3108
344010,Cosegüina,Synonym of Cosiguina,NULL,NULL,NULL
357024,Risco Plateado,Stratovolcano,-34.917,-69.981,4999
211042,Costa d'Agosto,Stratovolcano of Lipari,NULL,NULL,NULL
211030,Costa De Lenzuola,Crater of Ischia,NULL,NULL,NULL
345033,"Costa Rica, Volcán",Synonym of Arenal,NULL,NULL,NULL
211030,Costa Sparaina,Dome of Ischia,NULL,NULL,NULL
210030,"Costa, Puig de la",Cone of Olot Volcanic Field,NULL,NULL,NULL
211010,Coste San Domenico,Crater of Campi Flegrei,NULL,NULL,NULL
341060,Costo Maar,Maar of Michoacan-Guanajuato,NULL,NULL,NULL
341060,"Cotji, Cerro (Costo Maar)",Maar of Michoacan-Guanajuato,NULL,NULL,NULL
333020,Rocard,Submarine,-17.662,-148.586,-2515
259010,"Cotteril, Mount",Cone of Newer Volcanics Province,NULL,NULL,NULL
211030,"Cotto Barano, Mount",Cone of Ischia,NULL,NULL,NULL
211030,"Cotto, Monte",Cone of Ischia,NULL,NULL,NULL
241140,Cotton,Cone of Healy,NULL,NULL,NULL
320031,Cottonwood Peak,Cone of Tuya Volcanic Field,NULL,NULL,NULL
323020,Cougar Butte,Cone of Medicine Lake,NULL,NULL,NULL
382100,Cova Da Burra,"Synonym of Areia, Pico Da",NULL,NULL,NULL
382081,"Cova, Pico do",Cone of Picos Volcanic System,NULL,NULL,NULL
360050,Cow Hill Soufriere,Synonym of Tar River Soufriere,NULL,NULL,NULL
322190,Cow Lakes Lava Field,Synonym of Jordan Craters,NULL,NULL,NULL
353040,Cowley Island,Fissure vent of Alcedo,NULL,NULL,NULL
341080,Coyoltepec,Pyroclastic cone of Chichinautzin,NULL,NULL,NULL
324020,Coyote Butte,Cone of Craters of the Moon,NULL,NULL,NULL
344100,"Coyotepe, Cerro el",Pyroclastic cone of Masaya,NULL,NULL,NULL
343001,"Coyotes, Cerro los",Cone of San Diego,NULL,NULL,NULL
360110,"Crabier, Morne","Dome of Plat Pays, Morne",NULL,NULL,NULL
233020,"Crac, Piton de","Pyroclastic cone of Fournaise, Piton de la",NULL,NULL,NULL
262000,Cracatoa,Synonym of Krakatau,NULL,NULL,NULL
320030,Cracker Creek Cone,Cone of Atlin Volcanic Field,NULL,NULL,NULL
385030,Romanche Fracture Zone,Submarine,-0.433,-19.596,-1528
322110,Crater Buttes,Cone of Newberry,NULL,NULL,NULL
241050,Crater Dome,Dome of Okataina,NULL,NULL,NULL
305040,Crater Forest,Pyroclastic cone of Jingbo,NULL,NULL,NULL
314010,Crater Hill,Pyroclastic cone of St. Paul Island,NULL,NULL,NULL
241020,Crater Hill,Tuff cone of Auckland Volcanic Field,NULL,NULL,NULL
241100,Crater Lake,Crater of Ruapehu,NULL,NULL,NULL
311380,Roundtop,Stratovolcano,54.8,-163.589,1871
390030,Crater Lake,Maar of Deception Island,NULL,NULL,NULL
343050,Crater Lavas El Playón,Crater of San Salvador,NULL,NULL,NULL
323120,Crater Mountain,Dome of Mono-Inyo Craters,NULL,NULL,NULL
314040,Crater Mountain,Cone of St. Michael,NULL,NULL,NULL
313040,Crater Peak,Stratovolcano of Spurr,NULL,NULL,NULL
322160,Crater Peak,Cone of Crater Lake,NULL,NULL,NULL
315040,Crater Ridge,Dome of Edgecumbe,NULL,NULL,NULL
322010,Crater Rock,Dome of Hood,NULL,NULL,NULL
273083,Crater SE Springs,Hot Spring of Pinatubo,NULL,NULL,NULL
300270,Crater Top,Dome of Sheveluch,NULL,NULL,NULL
323120,Cratered Dome,Dome of Mono-Inyo Craters,NULL,NULL,NULL
234040,"Crateres, Monte De","Cone of Possession, Ile de la",NULL,NULL,NULL
241061,Craters of the Moon,Thermal of Maroa,NULL,NULL,NULL
390021,Royal Society Range,Pyroclastic cone(s),-78.25,163.33,3000
360170,"Craven, Mount",Dome of St. Catherine,NULL,NULL,NULL
234070,Crawford Bay,Tuff cone of Marion Island,NULL,NULL,NULL
327050,Crescent,Crater of Black Rock Desert,NULL,NULL,NULL
324020,Crescent Butte,Pyroclastic cone of Craters of the Moon,NULL,NULL,NULL
323020,Crescent Butte,Cone of Medicine Lake,NULL,NULL,NULL
323080,Crescent Crater,Crater of Lassen Volcanic Center,NULL,NULL,NULL
222040,"Crescent, the",Tuff ring of Namarunu,NULL,NULL,NULL
342040,"Crespo, Cerro","Synonym of Quemado, Cerro",NULL,NULL,NULL
390030,Crimson Hill Cones,Tuff cone of Deception Island,NULL,NULL,NULL
352020,Cristal,Dome of Guagua Pichincha,NULL,NULL,NULL
344070,Cristo Rey,"Pyroclastic cone of Negro, Cerro",NULL,NULL,NULL
353091,"Crocker, Mount",Cone of Santa Cruz,NULL,NULL,NULL
222010,Crocodile Island,Synonym of Central Island,NULL,NULL,NULL
222010,Crocodile Lake,Crater of Central Island,NULL,NULL,NULL
341110,"Crocodrilos, Laguna",Maar of San Martín,NULL,NULL,NULL
210030,"Croscat, Volcà",Cone of Olot Volcanic Field,NULL,NULL,NULL
390030,Cross Hill,Tuff cone of Deception Island,NULL,NULL,NULL
284202,Ruby,Submarine,15.62,145.57,-230
343020,"Cruces, Cerro las",Pyroclastic cone of Santa Ana,NULL,NULL,NULL
320811,Crucible Dome,Synonym of Ring Mountain,NULL,NULL,NULL
383030,"Cruz de Tea, Montaña la",Cone of Tenerife,NULL,NULL,NULL
341061,"Cruz, Cerro la",Pyroclastic cone of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
354004,"Cruz, Cerro la",Pyroclastic cone of Andahua-Orcopampa,NULL,NULL,NULL
383030,"Cruz, Montaña de la",Dome of Tenerife,NULL,NULL,NULL
383030,"Cruz, Montaña la",Pyroclastic cone of Tenerife,NULL,NULL,NULL
345050,"Cruz, Monte de la",Pyroclastic cone of Barva,NULL,NULL,NULL
382080,"Cruz, Pico da",Cone of Sete Cidades,NULL,NULL,NULL
382081,"Cruz, Pico do",Cone of Picos Volcanic System,NULL,NULL,NULL
322100,Cryder Butte,Shield volcano of Davis Lake,NULL,NULL,NULL
273083,"Cuadrado, Mount",Dome of Pinatubo,NULL,NULL,NULL
341061,"Cualta, La",Dome of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
341080,"Cuatépetl, Volcán",Pyroclastic cone of Chichinautzin,NULL,NULL,NULL
341001,"Cuates, Cerro los",Crater of Pinacate,NULL,NULL,NULL
341060,"Cuates, Cerros",Shield volcano of Michoacan-Guanajuato,NULL,NULL,NULL
341080,Cuauatl,Pyroclastic cone of Chichinautzin,NULL,NULL,NULL
341040,Cuauhtemoc,Pyroclastic cone of Colima,NULL,NULL,NULL
341080,Cuautzin,Shield volcano of Chichinautzin,NULL,NULL,NULL
352004,"Cubilche, Loma",Dome of Imbabura,NULL,NULL,NULL
358040,Cuchucavi,Synonym of Michinmahuida,NULL,NULL,NULL
341060,"Cucundicata, Cerro",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
241131,Rumble II West,Submarine,-35.353,178.527,-1200
345050,Cuerrizí,Synonym of Guararí,NULL,NULL,NULL
383060,"Cuervo, the","Synonym of Lapas, Caldera de las",NULL,NULL,NULL
383060,"Cuervos, Caldera de los","Synonym of Lapas, Caldera de las",NULL,NULL,NULL
357070,"Cuervos, Los","Pyroclastic cone of Chillan, Nevados de",NULL,NULL,NULL
383060,"Cuervos, Montaña de los","Synonym of Lapas, Caldera de las",NULL,NULL,NULL
383040,Cuesta de las Gallinas,Pyroclastic cone of Gran Canaria,NULL,NULL,NULL
342160,Cuesta del Guayabo,Pyroclastic cone of Suchitán,NULL,NULL,NULL
383030,"Cuevas Negras, Montaña",Fissure vent of Tenerife,NULL,NULL,NULL
383020,"Cuevas, Montaña de las",Pyroclastic cone of Hierro,NULL,NULL,NULL
210040,"Cuevas, Volcán las",Maar of Calatrava Volcanic Field,NULL,NULL,NULL
383030,"Cuevos del Ratón, Volcan",Fissure vent of Tenerife,NULL,NULL,NULL
211042,Cugno di Mandra,Stratovolcano of Lipari,NULL,NULL,NULL
241130,Rumble III,Submarine,-35.745,178.478,-220
343041,"Cuidad Arce, Cerrito",Dome of Coatepeque Caldera,NULL,NULL,NULL
341040,"Cuidad Guzmán, Volcán de","Synonym of Colima, Nevado de",NULL,NULL,NULL
342111,"Cuilapa Sur, Cerro",Pyroclastic cone of Cuilapa-Barbarena,NULL,NULL,NULL
342111,"Cuilapa, Volcán",Pyroclastic cone of Cuilapa-Barbarena,NULL,NULL,NULL
241120,Rumble IV,Submarine,-36.13,178.05,-500
345030,Cuipilapa,Synonym of Miravalles,NULL,NULL,NULL
343001,"Culebra, Loma la",Pyroclastic cone of San Diego,NULL,NULL,NULL
243050,Culebras Bank (?),Synonym of Fonuafo'ou,NULL,NULL,NULL
341060,Culiacán,Maar of Michoacan-Guanajuato,NULL,NULL,NULL
341060,"Culiacán, Cerro",Shield volcano of Michoacan-Guanajuato,NULL,NULL,NULL
342150,"Culma, Volcán","Pyroclastic cone of Santiago, Cerro",NULL,NULL,NULL
211010,Cuma,Dome of Campi Flegrei,NULL,NULL,NULL
241110,Rumble V,Submarine,-36.142,178.196,-400
351100,"Cumbal, Nevado de",Synonym of Cumbal,NULL,NULL,NULL
355124,Cumbre de la Linea,Cone of Falso Azufre,NULL,NULL,NULL
355123,Cumbre del Laudo,"Stratovolcano of Nevada, Sierra",NULL,NULL,NULL
341098,"Cumbre Grande, El","Dome of Cumbres,  Las",NULL,NULL,NULL
383010,Cumbre Vieja,Stratovolcano of La Palma,NULL,NULL,NULL
343010,"Cumbre, Cerro la",Pyroclastic cone of Apaneca Range,NULL,NULL,NULL
353010,"Cumbre, La",Synonym of Fernandina,NULL,NULL,NULL
284192,Sarigan,Stratovolcano,16.708,145.78,538
342170,"Cunistepeque, Cerro",Pyroclastic cone of Chingo,NULL,NULL,NULL
352004,Cunru,Dome of Imbabura,NULL,NULL,NULL
357090,Cupahue,Synonym of Copahue,NULL,NULL,NULL
342040,"Cura, Baños del",Thermal of Almolonga,NULL,NULL,NULL
290080,Sashiusudake [Baransky],Stratovolcano,45.1,148.019,1125
355091,"Curiquinca, Cerro",Stratovolcano of Sairecabur,NULL,NULL,NULL
341060,"Curitzerán, Cerro de",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
390130,"Curry, Mount",Submarine cone of Zavodovski,NULL,NULL,NULL
390090,Saunders,Stratovolcano,-57.8,-26.483,843
221120,Curub,Synonym of Kurub,NULL,NULL,NULL
341061,Curungueo,Cone of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
343020,"Cuscachapa, Laguna de",Pit crater of Santa Ana,NULL,NULL,NULL
352021,Cuscungo,Dome of Atacazo,NULL,NULL,NULL
352005,Cushnirumi,Stratovolcano of Mojanda,NULL,NULL,NULL
341060,"Cutzato, Cerro de",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
211060,Cuvigghiuni,Pyroclastic cone of Etna,NULL,NULL,NULL
343010,Cuyanausul,Synonym of Apaneca Range,NULL,NULL,NULL
343010,"Cuyanausul, Ausoles de",Thermal of Apaneca Range,NULL,NULL,NULL
343010,Cuyotepe,Cone of Apaneca Range,NULL,NULL,NULL
273083,Cuyucut,Thermal of Pinatubo,NULL,NULL,NULL
352040,Cuyufa,Synonym of Sumaco,NULL,NULL,NULL
300280,Cweajain,Synonym of Ichinsky,NULL,NULL,NULL
331021,D.D. Cone,Lava cone of Axial Seamount,NULL,NULL,NULL
221115,Da Ore,Tuff ring of Manda Hararo,NULL,NULL,NULL
265040,Daam,Synonym of Wurlali,NULL,NULL,NULL
221114,Dabayra,Synonym of Dabbayra,NULL,NULL,NULL
300201,Schmidt,Shield,54.92,160.63,2020
221113,Dabbaira,Synonym of Boina,NULL,NULL,NULL
390050,Seal Nunataks Group,Pyroclastic cone(s),-65.03,-60.05,368
221170,Dabita,Synonym of Adwa,NULL,NULL,NULL
221171,Dabita Ale,Synonym of Hertali,NULL,NULL,NULL
285020,Da'enkei,Crater of Hokkaido-Komagatake,NULL,NULL,NULL
212040,Dafni,Dome of Santorini,NULL,NULL,NULL
232050,Daftan,Synonym of Taftan,NULL,NULL,NULL
231090,"Dagan, Jabal","Crater of Arhab, Harra of",NULL,NULL,NULL
305040,Daganpao,Pyroclastic cone of Jingbo,NULL,NULL,NULL
273050,"Dagatan, Lake",Maar of Banahaw,NULL,NULL,NULL
306030,Dagelet,Synonym of Ulreung,NULL,NULL,NULL
376010,Dagnyhaugen,Cone of Jan Mayen,NULL,NULL,NULL
275110,Dagongjie,Cone of Tengchong,NULL,NULL,NULL
273083,Dagsa,Thermal of Pinatubo,NULL,NULL,NULL
305050,Dagushanzi,Synonym of Dayishan,NULL,NULL,NULL
304030,Dahei Shan,Pyroclastic cone of Kunlun Volcanic Group,NULL,NULL,NULL
283210,Daichigamori,Dome of Kurikomayama,NULL,NULL,NULL
284040,Daihannya-yama,Fissure vent of Miyakejima,NULL,NULL,NULL
290360,Dai-Io-san,Synonym of Tatarinov,NULL,NULL,NULL
284230,Seamount X,Submarine,13.25,144.02,-1230
283210,Dainichi-dake,Synonym of Kurikomayama,NULL,NULL,NULL
283010,Daino-yama,Dome of Izu-Tobu,NULL,NULL,NULL
285060,Daisetsu,Synonym of Taisetsuzan,NULL,NULL,NULL
